RegionName,StateName,SizeRank,RegionID,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020
"Frankfort, IN",IN,783,394613,89599,89844,90078,90197,90299,90400,90498,90578,90626,90682,90872,91011,91076,91157,91311,91566,91812,92048,92296,92487,92707,92998,93253,93539,93923,94383,94840,95164,95514,95878,96245,96654,97100,97470,97846,98218,98558,98900,99314,99892,100478,101064,101687,102366,102870,103453,103930,104533,105077,105805,106489,107142,107674,108182,108664,109175,109781,110297,110803,111262,111807,112186,112565,112915,113355,113814,114272,114666,115058,115487
"Brevard, NC",NC,784,394414,192483,193380,194584,195660,196699,197608,198454,199174,199663,200163,200691,201318,201254,201157,201095,201739,202554,203462,204382,205144,205935,206890,207888,208853,209953,211235,212407,213337,214204,215100,216059,217138,218257,219521,220829,222362,223918,225383,226617,227884,229046,230311,231378,232606,233889,234455,235144,235694,236958,237759,238704,239475,240493,241452,242541,243797,244879,246015,246677,247341,247731,248469,249225,250134,250911,251664,252386,252855,253404,254225
"Taos, NM",NM,785,395149,173227,172543,172181,172805,173443,174214,175065,176421,177394,178126,178472,179871,182819,186413,189231,190988,192436,194094,195154,196454,196752,196820,196578,196653,195709,195384,195420,196788,197563,198348,199038,199822,201347,202798,203803,204051,206248,207887,210363,210803,211610,212601,214383,216768,219875,222160,224947,227249,228703,229727,229641,231430,235024,238047,241201,242625,243376,243481,243457,244554,245883,247687,249927,251625,251934,252701,253123,254732,256475,259326
"Malvern, AR",AR,786,753902,83617,83933,84218,84492,84661,84925,85104,85387,85612,85904,86138,86140,86127,86108,86266,86519,86954,87386,87710,87956,88245,88476,88776,89334,89781,90125,90155,90319,90564,90854,91237,91448,91640,91812,92079,92248,92448,92605,92986,93338,93595,93754,93892,94126,94416,94693,95116,95506,95991,96300,96610,96796,97241,97701,98133,98458,98734,99121,99295,99496,99607,99884,100096,100370,100448,100529,100600,100721,100829,100839
"Troy, AL",AL,787,395165,97583,98060,98653,98496,97706,96630,96054,96228,96899,97381,97736,97923,98007,97942,97691,97625,98213,98815,99297,99471,99703,99846,99812,99867,99800,100357,100736,101481,101750,102044,102303,102463,102706,102963,103392,103789,104540,105053,105859,106272,106822,107053,107373,107675,108109,108342,108719,108866,109073,109080,109408,109761,110096,110569,110850,111001,110827,111064,111285,111692,111794,112045,111950,111944,111957,112005,112155,112432,112858,113043
"Wabash, IN",IN,788,395196,88336,88672,88928,89093,89268,89459,89737,89981,90211,90288,90455,90590,90805,90965,91253,91495,91819,92096,92345,92473,92605,92853,93101,93375,93572,93880,94134,94547,94910,95371,95850,96472,97120,97741,98294,98861,99575,100333,101117,101728,102277,102789,103273,103769,104139,104591,105099,105711,106261,106833,107429,108024,108598,109079,109605,110119,110659,111063,111392,111698,111981,112191,112372,112602,112881,113216,113509,113755,114018,114326
"Cambridge, MD",MD,789,394433,146146,146119,146161,146263,146188,146154,146104,146089,146130,146079,145929,145760,145829,145937,145952,145843,145945,145997,146158,146185,146198,146199,146208,146396,146520,146690,146825,146861,146802,146668,146284,145966,145751,145896,146360,146706,146941,146894,146929,147143,147435,147748,147950,148130,148270,148256,148557,148996,149593,149903,150313,150832,151419,151826,152348,152860,153316,153754,153662,153590,153450,153660,153761,153709,153565,153538,153491,153423,153368,153304
"Macomb, IL",IL,790,394812,65994,66417,66665,66885,67106,67340,67571,67757,67933,68095,68315,68519,68757,69007,69324,69601,69880,70136,70403,70701,70984,71232,71418,71585,71766,71932,72120,72322,72548,72810,73078,73299,73487,73673,73916,74163,74416,74606,74837,75011,75237,75361,75482,75587,75706,75818,76017,76273,76543,76799,76980,77082,77313,77575,77919,78148,78388,78644,78713,78748,78754,78776,78796,78872,78785,78678,78467,78323,78128,77884
"Vernal, UT",UT,791,395187,184610,185509,186242,187080,188029,189143,190153,191244,192282,193350,194379,195444,196534,197618,198799,199871,200809,201739,202836,204027,205308,206636,207986,209116,210307,211648,213180,214677,216066,217201,218272,219232,220431,221660,222955,224363,225559,226477,227063,227773,228794,230142,231203,232136,232561,233113,233606,234222,234841,235230,235328,235285,235668,236223,236985,237119,237414,237291,237365,237192,237167,237362,237855,238381,238432,238219,237971,238261,238610,239200
"Kingsville, TX",TX,792,394749,84810,85268,85675,86178,86652,87161,87697,88276,88753,89212,89502,89830,90109,90530,91024,91475,92130,92741,93335,93714,94148,94561,94957,95391,95987,96561,96951,97312,97619,97961,98297,98899,99487,100013,100588,101155,101590,101944,102328,102694,102729,102806,102776,102631,102536,102746,103131,103362,103559,103963,104272,104530,104677,104886,105099,105489,106001,106438,106634,106825,107030,107092,107208,107334,107660,107859,108055,108070,107917,107637
"Madison, IN",IN,793,394815,97931,97840,97730,97885,97389,97539,97335,98149,98463,98741,98850,98913,99407,100176,100874,101350,102079,102592,103163,103577,104184,105067,105716,106387,106627,106929,107185,107530,108157,108907,109793,110337,110900,111497,112398,113265,114340,115283,116423,117342,118201,118892,119511,120205,120895,121421,121890,122402,123098,123895,124739,125715,126365,126876,127248,127744,128150,128537,128811,129148,129335,129496,129551,129632,129938,130433,131043,131615,132251,132984
"Mount Pleasant, TX",TX,794,394886,107686,107903,108181,108619,109178,109729,110310,110765,111192,111655,112147,112556,112814,113153,113520,113948,114242,114539,114826,115266,115738,116147,116534,117038,117753,118293,118771,119170,119573,120070,120529,120941,121140,121495,121947,122640,123238,123900,124506,125001,125507,125820,126117,126412,126521,126612,126540,126685,126899,127426,128022,128731,129216,129667,130009,130396,130906,131456,131999,132353,132587,132570,132533,132468,132559,132723,132947,133093,133228,133260
"Paris, TN",TN,795,394962,89010,89456,89854,90105,90372,90710,91077,91475,91858,92289,92746,93261,93749,94267,94837,95445,96028,96549,97077,97631,98191,98754,99302,99809,100313,100773,101291,101882,102490,103107,103671,104223,104792,105350,105944,106560,107057,107502,107886,108377,108899,109466,110078,110709,111324,111930,112444,112927,113375,113709,113976,114148,114496,114867,115274,115678,116019,116374,116754,117174,117623,118168,118749,119299,119664,119964,120199,120412,120656,120873
"Columbus, NE",NE,796,394491,134350,134886,135428,135993,135991,136007,136490,137765,139086,139468,139489,139832,140441,140892,141202,141709,142477,143550,144716,145729,146464,147137,147845,148620,149680,150744,151697,152640,153614,154533,155136,155852,156867,158022,159086,159963,160688,161362,162082,162762,163526,164319,165215,166090,166921,167603,168510,169463,170723,171680,172617,173502,174386,175283,176185,177260,178173,178879,179168,179466,179719,180196,180655,181140,181528,181854,182149,182266,182430,182750
"Brookings, SD",SD,797,394419,162608,163228,163881,164560,165211,165989,166601,167214,167726,168373,169003,169670,170436,171227,171925,172459,172979,173639,174452,175337,176235,177103,177884,178781,179682,180647,181490,182403,183168,183900,184561,185257,185882,186311,186966,187459,187897,188096,188613,189299,190491,191457,192254,192690,193184,193941,194137,194465,194535,194941,195171,195269,195706,196269,197109,197785,198347,198840,199584,200354,201325,202107,202862,203598,203823,204042,204116,204461,204844,205143
"Kennett, MO",MO,798,394740,61075,61152,61238,61336,61532,61771,62021,62294,62503,62890,63269,63693,64008,64569,65104,65582,65812,66038,66298,66539,66786,66649,66546,66432,66737,66974,67229,67500,67805,68088,68288,68515,68821,69299,69905,70500,70899,71043,71208,71401,71707,72014,72313,72523,72662,72850,73341,73868,74304,74549,74648,74746,74803,74913,75027,75181,75327,75534,75425,75287,75120,75208,75357,75448,75468,75402,75305,75173,75026,74751
"Beeville, TX",TX,800,394376,90215,90775,91323,91899,92602,93480,94352,95138,95909,96542,96947,97176,97547,98104,98827,99566,100255,100737,101307,101897,102541,103171,103985,104890,105588,106146,106605,107166,107756,108505,109208,110039,110696,111393,112047,112797,113630,114460,115184,115788,116398,116846,117126,117245,117658,118306,118831,119129,119380,120007,120820,121555,122001,122322,122630,122951,123273,123744,124266,124826,125190,125241,125156,125092,125165,125299,125444,125535,125415,124956
"Miami, OK",OK,801,394855,63608,64122,64479,64718,65036,65430,65836,66044,66117,66251,66395,66510,66501,66436,66300,66257,66188,66186,66136,66179,66250,66388,66532,66679,66785,66899,67122,67469,67785,68021,68235,68430,68741,68925,69047,69096,69260,69577,69822,69948,70025,70142,70287,70421,70498,70569,70519,70552,70590,70786,70999,71244,71551,71887,72268,72556,72800,72926,73196,73428,73709,73797,73894,74014,74134,74243,74321,74482,74685,75008
"Dayton, TN",TN,802,753878,108234,108713,109194,109672,110181,110751,111333,111908,112382,112823,113312,113856,114405,114969,115604,116270,116817,117241,117677,118207,118847,119539,120256,120940,121638,122299,122991,123718,124535,125445,126322,127149,127934,128623,129326,129855,130432,130934,131438,131893,132380,132891,133512,134135,134885,135527,136130,136757,137348,137986,138331,138675,138943,139402,140078,140905,141547,142056,142476,143050,143601,144114,144793,145439,146063,146462,146597,146577,146598,146751
"Washington, IN",IN,803,395207,105857,106172,106454,106697,106868,107110,107337,107616,107828,108068,108364,108727,108964,109294,109681,110282,110855,111492,111929,112295,112589,112833,112988,113140,113543,114030,114537,114990,115520,115989,116608,117321,118199,119166,120269,121292,122180,122913,123680,124467,125040,125656,126254,127011,127531,128052,128504,129146,129756,130483,131200,131888,132638,133435,134267,135003,135577,136000,136354,136730,137139,137493,137817,138150,138512,138808,139036,139216,139581,140020
"Camden, AR",AR,807,394435,46749,46920,47180,47318,47505,47747,48030,48310,48498,48732,48952,49135,49171,49304,49503,49865,50109,50241,50242,50414,50606,50917,51007,51214,51428,51697,51803,51798,51970,52236,52643,52760,52916,52987,53316,53597,53716,53737,53823,54095,54262,54368,54525,54649,54702,54628,54957,55414,56201,56598,56885,57057,57423,57573,57570,57620,57843,58147,58014,57871,57492,57458,57512,57585,57526,57628,57783,57959,58031,58125
"Jackson, WY",WY,808,394713,458480,460481,462366,464389,466111,467348,469349,471421,473796,475209,477006,478999,481377,483278,485367,487325,489313,492073,493906,495505,496080,497499,498843,500246,500780,501727,501751,502578,503704,505629,506956,508210,509866,513025,516197,519805,523364,527307,532667,537734,542345,544065,548141,552021,557484,560026,562553,563953,565748,568108,571551,576472,582088,590197,596858,603633,608506,609732,610415,610445,613877,616445,617651,617874,617952,617596,617472,617495,618197,622816
"Hastings, NE",NE,809,394670,101616,102150,102740,103294,103791,104260,104686,105131,105448,105762,106290,106837,107382,107760,108090,108459,108799,109213,109663,110112,110688,111266,111404,111500,111495,111984,112488,113094,113691,114283,114794,115302,115770,116322,117179,118053,119024,119618,120248,120741,121355,121939,122512,123138,123722,124167,124871,125674,126770,127479,128138,128598,129143,129643,130187,130774,131317,131861,131923,131938,131754,131948,132140,132517,132745,132991,133190,133300,133446,133625
"Juneau, AK",AK,810,394730,346910,347973,348979,349948,351363,352883,354135,355116,356015,357356,358555,359709,360629,361450,361840,362085,362158,362441,363001,363720,364251,364504,364705,365086,365729,366609,367822,368908,370045,371035,372070,372814,373782,374680,375643,376272,376696,377106,377287,377920,378463,379231,379823,380566,381190,381884,382872,384139,385363,386818,388409,389753,391152,392432,393740,394591,395354,396488,397473,398425,399294,399942,400537,401122,401689,402238,402800,403657,404555,405114
"Albert Lea, MN",MN,811,394310,95717,96169,96572,96835,97097,97474,97807,98152,98387,98718,99188,99585,99922,100076,100378,100732,101152,101567,102016,102459,102965,103461,103909,104432,105049,105774,106422,107062,107617,108108,108520,108955,109387,109789,110224,110880,111545,112297,112878,113478,113836,114065,114295,114593,114901,115305,115878,116784,117643,118616,119347,119985,120323,120642,120918,121298,121690,121965,121995,121587,121222,120701,120457,120260,120399,120592,120784,120815,120795,120799
"Lewisburg, TN",TN,812,394786,128803,129306,129723,130190,130648,131152,131715,132339,132931,133489,134035,134715,135527,136349,137080,137753,138475,139217,139973,140669,141479,142321,143257,144194,144934,145649,146486,147608,148697,149805,150913,152169,153467,154771,156003,156936,158146,159360,160854,162058,163454,164647,166057,167300,168646,169751,170803,171783,172759,173626,174488,175404,176470,177139,177955,178934,180162,181059,181819,182891,183973,185136,186116,187142,187956,189197,190214,191166,191857,192942
"Iron Mountain, MI",MI,813,394708,82683,82913,83134,83332,83703,83786,83818,83735,83948,84234,84518,84794,84992,85235,85437,85781,86083,86334,86603,86885,87281,87694,88219,88680,89170,89580,90065,90603,91083,91518,91887,92240,92640,93026,93483,93998,94533,95159,95790,96328,96846,97373,97874,98318,98707,99082,99510,99869,100316,100666,101002,101268,101797,102330,102923,103177,103530,103829,104100,104254,104345,104441,104492,104589,104464,104287,104034,104013,103872,103716
"Lincoln, IL",IL,814,394795,79061,79153,79363,79531,80012,80525,80744,80808,80854,81128,81418,81753,81939,82255,82662,82855,82885,82900,83119,83413,83591,83775,83700,83676,83579,83594,83607,83787,83966,84118,84198,84440,84675,84894,85084,85272,85442,85603,85654,85832,86141,86453,86671,86716,86918,87051,87328,87533,87800,88003,88191,88238,88277,88368,88715,89067,89296,89367,89283,89278,89362,89466,89632,89821,89965,90080,90059,90092,90158,90393
"Jesup, GA",GA,815,394725,86210,86739,87290,87956,88646,89401,90129,90752,91259,91652,92023,92453,93061,93630,94142,94570,95012,95506,96051,96582,97103,97681,98263,98765,99051,99271,99614,99973,100446,100751,101165,101727,102427,103138,103852,104669,105574,106355,107000,107570,108050,108589,109016,109369,109621,109885,110565,111266,111975,112351,112670,113044,113435,113913,114376,114960,115414,115865,115848,115845,115760,115982,116254,116479,116663,116729,116785,116704,116698,116645
"Kirksville, MO",MO,816,394751,91197,91531,91911,92182,92561,92902,93259,93551,93893,94299,94683,95080,95326,95556,95743,96171,96348,96553,96647,97007,97441,97854,98310,98729,99367,100023,100702,101173,101726,102275,102935,103585,104245,104843,105406,105930,106436,106902,107388,107896,108433,109006,109409,109742,109946,110508,111170,111891,112328,112546,112757,113030,113627,114221,114864,115347,115735,115843,115771,115763,115972,116349,116711,117050,117107,117142,117196,117405,117749,118144
"Alpena, MI",MI,818,394320,83407,84313,84965,85030,84927,85022,85055,85275,85539,85766,85957,86049,85629,85045,84608,84783,85015,85047,85211,85248,85439,85485,85661,85842,86123,86430,86774,87159,87553,87868,88247,88663,89120,89472,89844,90252,90785,91339,91908,92407,92891,93428,93780,94085,94156,94427,94764,95231,95570,95874,96208,96629,97288,97971,98568,98847,99112,99291,99414,99457,99572,99701,99796,99851,99735,99604,99611,99879,100254,100616
"Silver City, NM",NM,819,395100,132575,133701,133898,134315,134777,135313,135371,134902,135187,135372,135554,133655,132913,132473,133850,134359,134529,134803,136191,137821,138202,137483,137186,138268,137622,135850,133262,132092,131798,131944,131912,131648,131561,131872,132001,132192,132910,134126,135505,136671,137487,137540,137106,136752,137073,137448,137899,137942,138471,139361,140377,141123,141724,142397,143198,143968,144454,145362,146257,147295,147837,148100,148331,148660,149122,149823,150674,151539,152267,152564
"Indianola, MS",MS,820,394706,,56993,57233,57392,57852,58203,58628,58949,59573,60164,60794,61016,61020,60800,60886,61140,61227,61112,60859,60778,60008,59213,58237,57949,57884,58129,57755,57250,56782,56886,56881,56717,56881,57050,57374,57437,57574,57608,57749,57942,58198,58339,58454,58598,58847,59247,59624,59933,60208,60506,60585,60621,60614,60828,61104,61511,61833,62113,62318,62585,62854,63128,63560,64009,64456,64744,65000,65162,65320,65456
