RegionID,RegionName,State,Metro,CountyName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08
12447,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2,412000,415000,413100,412100,411300,410100,408400,406800,405100,403300,401900,401000,399200,397100,395000,392700,390200,387400,384700,382100,379500,377200,375700,373800,371500,370000,370300,372100,375300,378600,382100,385600,389000,391800,396400,401500,405700,410700,418200,425500,432700,440400,448100,455200,461900,467800,472300,475700,479400,484000,489400,494200,498100,501800,505600,509000,512600,516000,518900,521700,525100,528900,532400,535300,538200,541000,544000,547200,550600,554200,558200,560800,562800,565600,569700,574000,577800,580600,583000,585100
54296,San Diego,CA,San Diego,San Diego,7,404300,406500,407600,407900,406500,404000,401200,398300,394900,392000,389600,387400,385300,383700,381800,379100,375800,373400,371600,368900,366500,365700,366600,367400,368500,369600,371200,373500,376900,379800,382500,386600,391900,397000,402000,406900,411100,415900,422200,429000,435600,442400,449000,454900,460500,464500,466300,468600,471700,474300,476000,477500,480000,483100,486100,488800,492200,494600,496400,498300,500800,503300,506000,508900,512100,515200,517700,519800,521800,524000,525700,526700,527800,529200,531000,533900,536900,537900,539000,540500
33839,San Jose,CA,San Jose,Santa Clara,9,511400,515800,517200,518100,517200,516200,515200,513800,513100,513800,515000,513900,508500,501200,495900,493000,493000,494600,496100,495100,492300,490300,488700,485600,483600,485700,489100,492800,498400,504600,512300,523100,533100,541600,551300,560400,566300,571800,580000,591800,605300,617700,627600,634100,638900,641900,645300,649700,655100,660900,667500,673600,679200,685400,690900,696500,703700,710100,714600,720100,725200,730600,738500,747500,756900,765800,772000,776400,780800,785600,789700,792100,795800,803100,811900,817600,819100,820100,821700,822700
20330,San Francisco,CA,San Francisco,San Francisco,11,708000,717600,713200,707900,701800,698700,697800,698100,701500,703600,701000,695000,689200,683200,678000,675500,676300,676000,672000,666300,662400,661900,662200,660800,658600,657900,661200,668900,677800,686900,699300,712500,723800,733000,743400,752000,757600,762400,770700,781600,794000,807000,818700,831300,844200,854500,863500,872200,880000,890300,903500,916400,927200,937200,946900,955900,960800,964000,969100,973200,979600,997700,1024900,1046000,1060700,1075700,1091300,1097700,1096300,1098300,1105800,1112300,1117400,1122700,1125200,1123200,1119800,1114800,1108800,1104000
18203,Fresno,CA,Fresno,Fresno,30,153300,152600,152200,151300,150200,149200,148600,147600,146000,143900,142100,140400,138800,137300,136600,135500,133700,131700,129600,128000,127800,127800,127200,126200,125300,125100,125700,127100,128700,130300,131600,132500,133400,135000,137500,139700,140900,141500,142300,144100,147000,149900,152100,154800,157200,159200,160900,163000,165000,166800,168000,168900,169500,170500,172000,173600,175200,176800,178200,179400,180100,180500,180800,181200,181900,183000,184500,185900,186700,187100,187600,187700,187900,189000,190200,191200,192700,194300,195800,197100
20288,Sacramento,CA,Sacramento,Sacramento,31,176600,176700,176300,175200,173900,172500,170700,168200,166500,165500,164100,162100,159500,156200,153400,152000,150900,149800,148500,147700,147300,147200,147000,146600,146000,145800,145900,145900,145900,146500,147800,149800,152600,155400,158200,161300,164600,167900,171200,175200,179800,184800,190700,196100,199900,202800,206000,208800,210800,212500,214600,217000,220200,222800,224300,225800,227700,229500,231200,232000,232400,234400,237300,238900,240700,243500,246400,249200,251500,253500,255500,257700,260400,263200,265900,268500,271100,273800,276500,278600
46298,Long Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,33,390800,394000,392500,392100,392200,391800,390800,390200,388800,386400,384400,383000,381100,379000,376500,373500,370700,367800,364500,361500,358500,355800,353800,352100,350300,349400,350200,352700,356000,359400,362900,366100,368300,369900,373300,377700,381700,386900,394500,402000,408500,415500,422800,428900,434300,439100,442900,445700,448500,451500,454700,457700,460200,462000,463500,465700,468300,470700,472100,472500,473500,475800,478000,479800,481900,484100,486300,488900,492000,495300,499300,502600,505000,507500,511600,515100,517800,520300,522500,523600
13072,Oakland,CA,San Francisco,Alameda,39,360500,359700,355900,354900,355000,354500,352600,349700,347200,346000,345500,340700,333700,328500,323900,317600,312300,309200,307100,305300,303100,301300,300800,301300,300700,299500,300900,303500,305700,308200,311700,315500,319800,325500,332700,339100,344100,350200,359700,373200,387300,398300,406500,412800,417700,421700,425500,429200,433700,438800,444000,449100,454100,458400,463200,470000,476600,481300,485200,489800,494700,501700,510300,518200,526200,535000,543000,551000,560400,567900,573100,578300,584300,590800,596800,600700,604300,609100,614800,619800
16764,Anaheim,CA,Los Angeles-Long Beach-Anaheim,Orange,49,378800,381000,380600,382200,381900,379200,376200,373600,371200,368700,366700,364800,362700,361500,361000,360000,359100,357200,354100,350700,348600,348000,347800,346800,347300,348500,349300,349600,351200,353700,357600,361500,365400,369000,372800,376900,381500,387600,396400,405900,414300,421200,426400,431000,437200,442800,446500,448800,450600,454000,458700,461900,463500,466700,471300,475600,477400,478000,479600,482500,484600,486900,489700,492500,494800,497800,502300,507000,509800,512000,515300,518400,520500,522600,525400,528700,532200,535700,539200,542200
47568,Santa Ana,CA,Los Angeles-Long Beach-Anaheim,Orange,50,303800,308500,309000,309900,311500,313500,314500,314000,313200,313000,312800,311800,310300,308900,307300,305600,303400,301500,299000,296500,295200,295400,296000,297200,299400,301200,302500,303500,304400,305300,308700,314400,319800,323700,327900,332700,337300,342500,349700,357700,365100,371400,375800,378300,381200,385300,389400,392400,393900,394600,396300,399600,403500,407600,411400,414600,416800,418500,421100,424600,426300,426900,428500,431300,435000,439300,443800,448000,451500,453900,455300,456400,457800,460100,462500,464200,464400,464800,466900,469700
47401,Riverside,CA,Riverside,Riverside,54,207100,207400,208200,208000,207900,206900,204600,202800,202400,202700,203200,203100,202500,201800,201100,200700,199400,197200,195300,194300,193700,193700,194200,195300,196300,196700,197100,197200,197700,199700,202200,204100,205900,207800,210200,213800,218100,221800,225500,229700,233700,237600,242100,247600,252800,257200,261400,265500,269000,272500,275500,278300,281700,285700,288700,290200,291200,292400,292900,293100,293600,294300,295300,296900,299500,302900,306400,309400,311800,313200,313600,314300,316300,319200,322000,325100,328100,331000,333400,335200
3506,Bakersfield,CA,Bakersfield,Kern,57,151500,152200,151100,150400,150100,149700,149100,148300,147300,146400,145400,144200,142500,141000,140000,139200,137800,136400,135800,136100,136400,136200,136000,136300,136700,136800,137100,137700,138800,139600,140500,141300,143000,145300,147900,150400,152600,154900,158200,161800,165000,168100,171600,175700,179700,183300,186700,189800,191600,193000,194600,196200,197700,198900,199700,200700,201800,202800,203500,204100,204400,205500,207200,208200,208600,209400,210200,210400,210200,210000,210000,209600,209200,209700,210400,211000,211500,211900,212200,212400
7266,Stockton,CA,Stockton,San Joaquin,64,134600,135100,134600,135100,136000,136200,135400,134600,134300,133900,134000,134400,134900,134500,133600,132100,130400,129200,128700,128500,128500,128300,128400,127900,127000,126400,126200,126000,126100,126800,128200,130000,131500,132400,133600,135100,136200,137200,139100,141800,145100,149000,153000,156900,161000,164500,167800,170300,171100,171200,172600,174900,178100,182000,185900,188600,191300,194900,198200,200000,201000,202700,204800,206700,208800,211200,213300,215200,216900,218500,220500,221800,222300,223500,226000,228400,230300,232000,233900,235700
25934,Modesto,CA,Modesto,Stanislaus,69,137200,137000,137200,138200,138900,138500,137800,137500,137200,136700,136100,135200,134300,133100,131700,130000,128800,127800,126600,125100,124100,123500,123300,123500,123700,124000,125200,126500,127400,128300,129900,131800,133600,135300,136400,137200,138200,139600,141000,143000,146400,150800,155200,159700,164400,168300,171600,174900,177700,180200,183400,186600,189100,191800,193500,193700,194500,197500,200900,204000,206600,208700,211000,213500,215500,216600,217700,220000,222100,224000,226200,228100,229200,231000,232900,234000,235400,237900,240800,243100
20328,San Bernardino,CA,Riverside,San Bernardino,81,118200,117400,118200,119400,120000,120700,122600,124400,124900,125000,125400,125300,125000,125400,125600,125400,125100,124500,123900,123600,123100,122400,121800,121600,122000,123200,124100,124600,125800,127400,128700,129600,131100,133000,134700,136500,138200,139900,142200,145000,147700,151100,154600,157500,160700,164800,168600,172500,176200,179300,181800,184400,187000,189000,190700,192800,195100,196600,197900,199200,200300,201200,202900,204800,207100,209500,212100,214300,215900,217200,219000,221100,222600,224100,225600,227100,228400,229600,231000,232400
24225,Corona,CA,Riverside,Riverside,82,288200,293100,294900,296100,297600,297100,295000,294100,295000,295900,296100,295500,293900,292100,290500,288500,286000,283100,280200,278200,277500,277000,277600,278900,279800,279800,280100,280500,280800,282100,284100,286400,288400,291100,294400,298100,302300,306800,311900,318000,326300,336400,346500,355800,363600,369300,373300,376500,379100,382000,384000,385400,387000,389400,391200,392400,393700,395400,396300,396400,395900,396000,397400,399500,402000,404800,407200,409600,412000,413900,414700,414000,412800,413200,415800,418500,419600,420400,423200,426100
51405,Chula Vista,CA,San Diego,San Diego,83,313200,315700,316600,318300,319200,319400,319800,320500,319600,317000,314600,312900,310700,308900,307400,306000,304800,303700,301900,299000,297700,299400,302000,302900,304300,306400,308300,309300,310000,311400,314200,317700,320600,324200,328600,332700,337000,342700,349100,354500,360100,366800,374300,381500,386900,390000,391700,394000,397300,401300,404700,407700,410000,411200,411700,413400,417000,420500,422900,425400,427500,428800,430300,432200,434500,437000,439100,441300,444100,447300,450700,452600,453600,454800,457600,461400,465400,468700,471800,474000
24741,Fontana,CA,Riverside,San Bernardino,87,196000,197600,198300,199100,199200,199100,198900,198600,198500,199200,200500,201400,201900,201600,200700,199200,198100,196900,195700,194800,194300,194100,194600,194900,194800,195600,196900,197700,199100,202300,205500,207100,208400,210800,213300,215300,216600,218000,222200,229200,235700,240500,245500,252200,258100,262600,267100,271700,275500,278800,281700,284100,286600,289200,291400,293000,295100,297400,299000,299900,300600,301800,303900,306000,307900,310000,312300,314300,316500,318700,320600,321800,323200,325300,328000,330600,332900,333700,334200,335200
11540,Fremont,CA,San Francisco,Alameda,93,528700,529500,528300,530200,534100,537600,538700,536500,533200,531500,531100,525800,518700,514300,511600,506800,502600,500200,499200,498100,496500,496000,498000,501100,500200,495800,494800,498400,502000,505500,510200,516600,526100,536900,546900,555600,563500,571900,585500,603800,621500,636200,648700,656900,661100,664100,667400,671500,677400,684100,689700,695000,700000,704800,710400,718000,724500,730700,737400,745900,755500,768800,782500,793500,803400,814500,824900,834500,844300,852300,859700,867800,877400,886200,890600,890800,892200,893500,894600,896300
52650,Irvine,CA,Los Angeles-Long Beach-Anaheim,Orange,102,610900,604700,605100,604200,599200,587000,573900,566900,565500,570000,576800,580100,580700,579000,573400,568400,563900,560200,558400,556900,554900,553000,551300,551400,553600,554500,555000,553500,552900,555100,560500,566400,574100,582700,591700,600600,610200,622000,637100,651000,665000,680300,694100,702200,706400,708300,707000,707700,714100,717300,715100,721900,734000,740300,739500,736500,733200,731200,729800,729400,728800,731000,735500,738400,739800,741700,743000,744400,746800,749500,752600,753500,756000,762000,766400,766800,767000,766600,765200,764200
13150,Oxnard,CA,Ventura,Ventura,105,317900,318800,317100,314400,310600,307300,305200,304400,305000,305500,305800,305100,302400,298100,295500,295500,297700,299000,297200,292400,288100,286400,287500,289200,287700,284300,282800,285200,288000,289300,290400,291400,291800,293500,296300,298200,299400,301700,305600,309900,316200,324700,334100,343200,350800,355100,357900,358800,360000,364900,370900,373900,375300,378100,381500,384900,388700,392800,396700,400100,402400,403000,402400,402900,405000,407200,408900,412300,416500,421200,426000,428800,430100,432200,434000,433800,432900,433400,435400,437500
26967,Santa Rosa,CA,Santa Rosa,Sonoma,107,338800,338600,338200,336300,333700,332000,332900,335300,336400,333700,329500,323100,318500,318500,318000,313300,309200,306700,302600,299000,297900,299900,301500,301500,300200,299100,299500,301400,301400,298900,297000,298000,300500,306600,316600,325800,330100,333300,338800,346100,353200,360400,367700,373500,378200,382500,386400,389900,392700,395400,400400,406900,413400,420300,426200,430100,433900,438000,440900,443900,447900,451300,454000,457300,461300,466000,471100,475700,478800,480300,482300,485100,487400,489000,491400,494200,496300,498100,501700,505400
6285,Oceanside,CA,San Diego,San Diego,114,324600,329100,329200,329500,329400,328700,327500,326600,325400,323800,321600,318700,315800,315100,314700,312900,310400,308200,306300,304400,302900,302400,303000,303200,303400,303700,304600,306000,307800,309700,312400,315700,319200,322800,326200,329100,332000,336200,342200,349000,356300,363700,370600,376700,382700,387300,392700,397500,400200,402400,405600,407400,409800,412400,414000,415700,417600,419100,420300,422400,424700,426500,428500,431000,433000,434000,435100,436700,439200,442500,444500,444400,444800,446600,448700,451200,453800,455800,458800,462100
45457,Glendale,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,118,546000,547700,544500,542800,542000,541100,539300,538100,537000,536200,536000,535900,533300,528700,524800,521000,516200,512200,509900,508900,508300,507800,506900,504500,501700,501000,502900,505900,509100,511700,514000,514900,515200,516200,520000,525100,529900,537300,547900,556200,562500,570200,578100,584500,589600,593200,596500,599500,601600,603100,605400,612000,622200,630400,637200,644000,649400,653800,658200,662400,667600,672900,677300,680300,683000,685800,688800,691100,692300,693100,695200,699100,705500,713000,720200,726200,730700,733900,735500,735800
25218,Huntington Beach,CA,Los Angeles-Long Beach-Anaheim,Orange,123,599900,601000,599500,597400,593900,588500,583400,578700,574300,572800,574200,574700,573900,571800,568400,564800,561000,555200,548400,543300,541700,541900,541500,538900,537700,539200,541200,542900,546100,549600,553600,557800,561800,566200,571000,576700,583800,593000,604200,615600,625400,633000,640400,649300,657900,663000,667200,671300,673900,674800,677000,679100,681400,684400,686600,685700,684000,684400,688000,692200,694400,696600,699300,701200,703900,709100,714300,718700,722400,726200,729100,729200,728700,730300,733900,738500,742200,744100,745900,747700
54288,Salinas,CA,Salinas,Monterey,126,228000,227600,231200,233200,233600,234000,235100,234900,232700,230700,229000,228200,227200,224600,223400,223500,223200,222400,220900,218600,216900,216400,217300,218600,220000,221600,222000,223100,224900,226000,226200,227700,230000,232700,234900,237000,238400,240600,244100,248000,251400,255700,260100,265300,271900,278400,285100,293000,301500,308700,314500,320200,326100,331400,336800,342600,346000,347600,349000,351000,353200,355700,357700,359700,361600,363800,366800,370800,374000,376000,377700,380200,382800,385000,386300,387300,388500,391200,395900,400500
25981,Moreno Valley,CA,Riverside,Riverside,128,151800,155500,156800,157800,158900,159300,158700,158600,159700,160700,161300,161200,160300,159300,158700,157800,156100,154100,152700,152000,151900,152200,152900,153300,153400,153300,153600,154500,156000,157800,159600,160900,161900,162800,164300,166000,167500,169600,172600,176400,181600,187900,194100,200200,206400,212200,217100,220300,222500,225800,229600,232400,234600,237200,239700,242200,244200,245800,247200,248200,248700,249000,249800,251300,252900,254200,255900,258100,260200,262300,263600,264400,265400,267100,269700,272400,274300,276200,278400,280300
5534,Lancaster,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,134,158100,162800,159800,158700,158400,158100,157300,157000,156300,155300,154100,152100,150100,149400,149300,148200,146700,145800,145900,145800,145400,145300,145200,143800,142000,141200,141400,141900,142900,144200,145600,146700,147200,148100,150700,152600,152400,152700,155200,158100,161600,166100,170400,174300,178000,180800,183200,184400,184500,184700,186500,188300,189600,190900,192600,194000,195000,196600,198500,199100,199200,200200,201600,202200,202500,202900,203500,204400,205900,208000,210100,211000,211500,213000,215700,217900,219200,220000,220800,221400
18518,Hayward,CA,San Francisco,Alameda,139,288500,290300,288300,288600,291300,294600,297200,298000,296600,295200,295100,292200,287600,284500,282600,280000,277500,275000,273100,272200,271500,270800,271300,272300,271500,269900,270300,271200,272700,275400,278200,280800,285200,291100,297500,302600,306400,311000,319700,332300,345900,358600,370300,379000,385500,392100,398700,403500,408100,413600,419500,424700,428400,431500,435900,441800,446300,448400,449700,451000,453000,457200,461800,465300,468800,473400,478900,486100,493400,499200,503900,508500,512800,518000,522900,526300,529300,532700,536300,540100
13108,Ontario,CA,Riverside,San Bernardino,144,219200,219500,219900,220900,221100,220800,221700,223400,225100,225800,226600,227300,227900,227900,226900,225300,224300,223500,222100,221000,220400,220300,220100,219900,220400,222000,223000,222900,223700,226300,229400,231400,232600,234100,236900,240200,242100,243800,247900,254600,260600,265400,271100,277500,283100,287600,292300,296900,300900,304600,308800,312600,315600,317600,318700,320000,322400,325100,327200,328200,329100,330900,333100,334600,336600,339500,342200,344000,345400,346900,348000,348200,349000,351000,353000,354600,356300,357600,358500,359500
40492,Rancho Cucamonga,CA,Riverside,San Bernardino,147,315700,317500,319200,320900,321600,322600,323700,324000,323100,321200,320200,320000,320000,319400,318000,315200,312100,309200,306500,303900,301300,299100,298600,298900,299900,301200,301800,301200,301600,303900,307000,309500,311300,314300,318500,323000,326500,330900,338800,349600,358500,365800,374000,382800,390900,397500,402300,406200,409600,411700,412400,413800,416400,418100,418500,419400,421700,424600,426500,427500,427500,427900,428500,429300,430800,432100,432600,432700,433300,434600,436200,437200,437600,438600,441000,444500,447300,448200,448100,448400
24832,Garden Grove,CA,Los Angeles-Long Beach-Anaheim,Orange,150,378100,380200,379900,381700,383000,382300,380400,378900,377200,375000,373500,372100,370100,368800,368400,368400,368000,366000,361800,357300,354500,353700,353500,353100,353500,354300,355400,356000,357800,360600,364100,367400,371100,374600,378300,382200,386600,392000,399100,407300,415800,423300,428400,432700,438100,443000,446400,448500,450200,452200,454800,456900,458100,459200,461700,465400,467600,468800,471800,475800,478000,480200,483700,486500,488800,493200,499300,505500,509500,511700,514200,516700,517900,518700,521100,525200,529200,532800,536400,539200
38333,El Cajon,CA,San Diego,San Diego,156,329100,330800,329700,329800,329600,328100,326100,325100,324600,322900,320300,317600,315000,313900,313700,312600,310400,308100,305400,302200,300700,301500,303200,303600,304800,307100,309100,310500,312500,315100,318900,322700,325000,327300,331600,336500,340800,345100,349700,354500,359000,364200,370700,376700,380700,382400,383400,385000,386700,389000,392000,394800,397500,399300,400000,401200,404100,407100,408500,409100,410600,412300,414500,416900,419500,422100,424900,428100,431000,434200,437700,440400,441500,442200,442500,443100,444800,446200,446800,447100
40227,Palmdale,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,157,163800,168000,165900,165000,164300,163600,162700,162300,161600,161100,161100,160600,159700,159000,158500,157200,155600,154600,153900,152600,151500,151000,150500,149200,148200,148000,148800,149900,150900,151700,153200,154900,156000,156700,158300,160000,160900,162000,164700,168100,172500,177400,182200,187000,191500,194500,196600,197400,197600,198700,201100,203500,205900,208500,211200,213400,215400,218100,220400,221500,222400,224700,227000,228100,228800,230100,231700,233300,234900,236600,238500,239500,239700,241000,243700,246400,248200,249800,251200,252000
17950,Elk Grove,CA,Sacramento,Sacramento,159,238400,239500,240000,239400,238500,238000,237000,234800,232900,231900,231000,229800,227700,224700,222200,220700,219200,217900,216400,215500,215200,215600,216200,216900,217200,217100,217300,218300,219600,220700,222100,224600,227800,231300,235000,238900,242700,247000,252700,259300,265500,272900,282000,290100,295500,299400,303300,306000,307900,310500,313600,316600,320200,322500,323700,325100,326900,328100,330200,331600,332600,334700,336800,336900,337400,339900,342400,344400,346800,349500,351600,353700,356200,358000,359400,361000,363300,365300,367600,369800
54311,Santa Clarita,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,170,362000,367200,365800,365200,364400,363700,363000,362100,360300,358300,356800,355000,352900,350400,348200,345400,342400,339100,335800,332300,329600,327700,326600,324800,322100,320400,321000,322500,324300,326500,328500,329700,330500,331000,333000,335300,337200,340800,346900,353300,360300,368300,376100,383900,391600,397900,402800,406200,409500,413000,417100,420900,424200,427000,429900,432200,434400,436800,438800,439700,441200,443500,445900,447800,449300,450200,450900,452400,455100,458200,461100,462900,464300,466200,468700,471000,472700,474200,475900,477300
20008,Pomona,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,171,210800,213800,214400,215500,217000,219300,221100,222300,223300,224400,225200,225200,224900,224800,224800,224500,223900,223000,222000,220900,219400,217800,217100,217200,217500,217300,217000,218200,220800,223800,226500,228500,229700,231300,234000,237100,239600,242600,246900,251800,257100,262200,266900,271900,277700,282500,286700,291000,295500,300000,304500,307900,309900,311900,314900,317700,319900,322600,324900,325900,327300,329500,330900,330300,329300,329400,331100,333800,336400,338000,339400,340300,340900,342600,345600,349000,351400,353000,354600,356000
54626,Sunnyvale,CA,San Jose,Santa Clara,183,736700,749900,754700,757300,756000,753100,750200,747500,745300,745200,746700,743400,733400,721800,713900,710500,713000,717800,722700,727000,728600,728100,726300,721000,719700,727000,737200,747000,760000,771900,782800,794900,806400,817500,831800,846800,857300,864000,872200,884600,898600,911100,916000,912900,912200,918700,928400,940500,954400,967400,981200,995000,1004600,1012900,1029900,1058000,1089300,1114500,1135200,1154400,1170200,1189200,1212500,1235400,1259100,1284100,1303800,1317600,1327000,1332300,1336500,1341700,1351000,1364900,1379700,1388000,1389500,1390500,1393400,1395700
21114,Visalia,CA,Visalia,Tulare,184,158200,157300,157000,156900,156800,156000,154300,152400,150500,149200,148100,146800,145600,144800,144000,142800,141500,140200,139400,138700,138200,137600,136700,136000,136000,136100,136100,136000,136100,137000,138400,140100,141700,143400,145300,146800,147700,148800,150200,151300,152700,154500,156900,159000,161200,163400,165900,168800,171100,172800,174500,176300,177500,178300,178700,179600,180700,181300,181700,182000,182300,183500,185200,187500,189600,191300,192000,192100,192600,193500,194400,195300,196300,196500,196600,197700,199400,200600,201800,202800
11337,Escondido,CA,San Diego,San Diego,190,284100,288200,289900,293100,295700,296700,296100,294900,293600,292700,292000,290900,289600,289100,288800,288100,286500,284100,281500,279500,278000,276400,275700,276200,277300,278400,279100,279600,281600,285300,289600,293700,297000,301000,305900,309800,312100,316800,324400,331900,338700,345900,353500,360700,366600,369900,371600,372400,373200,374000,375800,378800,382200,384900,386200,386200,387500,390400,392800,394800,397700,399700,400400,400700,401800,403300,405200,407400,410600,414600,418300,419900,420600,422800,426300,429200,431100,432900,435300,437800
47019,Pasadena,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,195,551900,551100,547500,545500,543500,541400,539700,538500,535800,534000,534000,534900,534100,531700,529300,527500,525400,523300,521400,518800,515300,513200,513800,513500,511000,509700,511800,515700,519700,522800,525100,525700,526800,529900,535600,541400,546600,552400,559500,566600,574200,582700,591100,598900,604700,608100,611200,615200,620200,626300,633200,638500,642600,644500,646500,650100,655500,660800,664300,667300,672100,677700,682100,685600,689500,693600,696500,697900,699500,701500,703300,704800,707300,710300,713200,715900,717900,718700,719700,720800
54722,Torrance,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,196,586400,589800,589200,589700,590100,589800,588300,586500,583900,580900,579500,579900,579300,576800,574100,571000,566700,563000,560300,556400,551600,548300,545900,542800,540000,539300,541000,544700,549700,554600,559400,563200,565200,566600,571100,576600,580300,584300,591800,599900,607000,614000,620700,626000,631000,636300,641200,644800,647900,651900,656600,660100,662300,663900,666500,670500,676000,682000,686400,688900,692100,696300,699700,702100,705200,707900,709600,711600,714300,716300,718500,721400,724800,728700,733500,738400,741800,743600,744200,744600
24812,Fullerton,CA,Los Angeles-Long Beach-Anaheim,Orange,199,452400,454000,455100,455100,453500,449400,444000,438900,434500,430500,427400,424800,423800,423200,420800,417500,415100,412100,408000,404000,400800,399100,399000,398600,396800,395200,396000,397800,399800,401600,405700,411700,417700,422400,427300,433100,439600,447000,456700,467500,476700,484900,492200,496700,501200,507500,512600,514100,514900,517400,521300,524300,527600,531600,535500,538100,539500,540000,542200,545900,548700,551400,553500,555500,558400,561700,565000,569000,572400,575700,579300,581700,582900,585300,589000,592000,592700,593700,595900,598000
47570,Santa Maria,CA,Santa Maria-Santa Barbara,Santa Barbara,206,250100,247100,244700,243200,242900,243400,243700,243900,244700,245200,245100,244600,243600,242200,240100,236900,233100,229900,227900,226600,224900,222600,221300,219800,217400,215000,213900,213300,213200,214200,215800,216300,215300,215300,217700,221100,223800,227100,231300,236000,240300,244600,249300,255100,261100,266700,271200,274300,277300,281100,285100,289000,292600,295400,297300,299100,300700,302800,305400,307900,310300,313000,314700,315800,317300,318100,318700,320600,323700,325600,326500,327800,329300,330400,332100,334300,336100,337800,340400,343000
45888,Inglewood,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,207,294800,296800,294700,292900,291600,290100,287900,285800,283700,282400,281600,280300,278000,275500,274100,273600,273200,272900,272300,271600,271100,270600,269800,268800,268500,269300,271100,273300,275200,276400,277500,279300,281000,282400,284400,286200,287900,290700,295200,299700,304800,312000,319500,325300,329700,333600,337100,340300,343600,347300,352000,355700,358100,359300,361400,364200,367400,370100,372900,375600,378200,380200,382400,385200,388200,390000,391100,392100,392600,392800,393600,394200,394500,396300,399500,402600,405600,408900,412300,415200
33252,Orange,CA,Los Angeles-Long Beach-Anaheim,Orange,208,460900,463400,466100,468100,467200,464400,461100,457500,454300,452100,450400,448000,446700,445100,441000,436900,434100,430200,425900,423300,421800,420300,419500,419200,420300,422300,423900,425400,428200,431700,435500,438700,441400,444400,448000,452900,458800,466700,477300,489400,500700,511000,518900,526000,533300,539800,544000,546800,548800,550800,553800,556100,556100,556800,560100,563900,565600,566000,568100,572100,574600,576500,579700,583500,588300,593400,597500,599300,599900,601600,604700,607000,609100,612900,616900,619600,621400,624800,629000,632300
24174,Compton,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,212,196700,199300,198200,198600,199100,199000,198800,199800,201700,203300,203900,204700,205700,206300,206200,206000,206000,206400,206600,206300,205600,205000,204300,203300,202800,203200,204800,207400,210400,212900,214700,215700,216700,217600,218600,219800,221200,223600,227000,230800,234600,238600,241800,244300,246600,247900,249000,250100,251700,253700,256700,259200,260500,262200,265100,267500,269200,271300,274100,276900,280200,284600,288800,291400,293300,295500,298100,300900,303400,306000,309100,312200,314800,316700,318500,320500,322100,323900,326000,327800
17882,East Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,221,240800,243700,241500,239700,239100,239600,238900,237300,236100,236200,236500,236600,236100,235000,234400,234300,234100,234000,234200,234500,234500,234100,233800,233300,232300,231600,231800,233200,235400,237800,240900,243700,245500,247100,250300,253200,254800,257100,261300,265800,270500,275400,279900,284600,289500,293200,295800,298000,300700,304000,308000,311600,314400,316600,319200,321700,324400,327300,329600,330800,332500,335300,338400,341200,343600,345900,348100,350300,352500,354800,357100,358700,360200,362900,367300,372300,377200,381000,383700,385600
27110,Simi Valley,CA,Ventura,Ventura,226,402200,402600,401700,399300,395300,392100,391600,393200,395700,396800,397600,397900,395200,389900,387600,388300,389900,389500,385200,378100,372000,368700,369600,371500,368500,363200,361900,365400,369800,373000,374900,375800,376700,379900,383200,384700,386300,390700,396400,403000,412400,423200,431900,438400,444400,448000,450300,450400,451000,455100,460400,462200,461700,463200,467700,471900,474700,477400,480700,483600,485800,486700,486400,485400,486200,489200,493300,497600,501900,506600,510900,512300,513000,515300,517500,517800,517300,517500,519200,521200
